Province,Municipality,Barangay,2020 Population,brgy_code
Davao Del Norte,Asuncion (Saug),New Loon,1.576,PH112301040
Davao Del Norte,Carmen,Alejal,8.174,PH112303001
Davao Del Norte,Carmen,Anibongan,3.234,PH112303002
Davao Del Norte,Carmen,Asuncion (Cuatro-Cuatro),1.86,PH112303003
Davao Del Norte,Carmen,Cebulano,2.662,PH112303005
Davao Del Norte,Carmen,Guadalupe,3.15,PH112303006
Davao Del Norte,Carmen,Ising,14.204,PH112303007
Davao Del Norte,Carmen,La Paz,2.757,PH112303008
Davao Del Norte,Carmen,Mabaus,1.714,PH112303010
Davao Del Norte,Carmen,Mabuhay,1.656,PH112303011
Davao Del Norte,Carmen,Magsaysay,4.208,PH112303012
Davao Del Norte,Carmen,Mangalcal,4.243,PH112303014
Davao Del Norte,Carmen,Minda,1.226,PH112303015
Davao Del Norte,Carmen,New Camiling,3.829,PH112303016
Davao Del Norte,Carmen,San Isidro,2.377,PH112303018
Davao Del Norte,Carmen,Santo Niño,6.21,PH112303019
Davao Del Norte,Carmen,Tibulao,1.574,PH112303020
Davao Del Norte,Carmen,Tubod,10.631,PH112303021
Davao Del Norte,Carmen,Tuganay,4.966,PH112303022
Davao Del Norte,Carmen,Salvacion,1.724,PH112303023
Davao Del Norte,Carmen,Taba,1.619,PH112303024
Davao Del Norte,Kapalong,Semong,3.253,PH112305003
Davao Del Norte,Kapalong,Florida,4.141,PH112305005
Davao Del Norte,Kapalong,Gabuyan,5.518,PH112305006
Davao Del Norte,Kapalong,Gupitan,17.878,PH112305007
Davao Del Norte,Kapalong,Capungagan,5.386,PH112305008
Davao Del Norte,Kapalong,Katipunan,2.744,PH112305009
Davao Del Norte,Kapalong,Luna,3.885,PH112305012
Davao Del Norte,Kapalong,Mabantao,3.95,PH112305013
Davao Del Norte,Kapalong,Mamacao,2.158,PH112305015
Davao Del Norte,Kapalong,Pag-Asa,3.626,PH112305018
Davao Del Norte,Kapalong,Maniki (Poblacion),18.485,PH112305021
Davao Del Norte,Kapalong,Sampao,5.989,PH112305022
Davao Del Norte,Kapalong,Sua-On,2.023,PH112305026
Davao Del Norte,Kapalong,Tiburcia,2.032,PH112305028
Davao Del Norte,New Corella,Cabidianan,1.405,PH112314001
Davao Del Norte,New Corella,Carcor,1.657,PH112314002
Davao Del Norte,New Corella,Del Monte,0.92,PH112314003
Davao Del Norte,New Corella,Del Pilar,5.028,PH112314004
Davao Del Norte,New Corella,El Salvador,1.344,PH112314005
Davao Del Norte,New Corella,Limba-An,4.81,PH112314006
Davao Del Norte,New Corella,Macgum,2.303,PH112314007
Davao Del Norte,New Corella,Mambing,2.001,PH112314008
Davao Del Norte,New Corella,Mesaoy,9.838,PH112314009
Davao Del Norte,New Corella,New Bohol,2.074,PH112314010
Davao Del Norte,New Corella,New Cortez,2.982,PH112314011
Davao Del Norte,New Corella,New Sambog,1.143,PH112314012
Davao Del Norte,New Corella,Patrocenio,1.072,PH112314013
Davao Del Norte,New Corella,Poblacion,10.247,PH112314014
Davao Del Norte,New Corella,San Roque,3.178,PH112314015
Davao Del Norte,New Corella,Santa Cruz,1.511,PH112314016
Davao Del Norte,New Corella,Santa Fe,1.638,PH112314017
Davao Del Norte,New Corella,Santo Niño,1.319,PH112314018
Davao Del Norte,New Corella,Suawon,2.291,PH112314019
Davao Del Norte,New Corella,San Jose,1.152,PH112314020
Davao Del Norte,City Of Panabo,A. O. Floirendo,4.165,PH112315001
Davao Del Norte,City Of Panabo,Datu Abdul Dadia,7.394,PH112315002
Davao Del Norte,City Of Panabo,Buenavista,0.794,PH112315003
Davao Del Norte,City Of Panabo,Cacao,1.304,PH112315004
Davao Del Norte,City Of Panabo,Cagangohan,13.224,PH112315005
Davao Del Norte,City Of Panabo,Consolacion,1.509,PH112315006
Davao Del Norte,City Of Panabo,Dapco,4.199,PH112315007
Davao Del Norte,City Of Panabo,Gredu,16.252,PH112315009
Davao Del Norte,City Of Panabo,J.P. Laurel,9.458,PH112315010
Davao Del Norte,City Of Panabo,Kasilak,2.73,PH112315011
Davao Del Norte,City Of Panabo,Katipunan,2.449,PH112315012
Davao Del Norte,City Of Panabo,Katualan,0.606,PH112315013
Davao Del Norte,City Of Panabo,Kauswagan,1.799,PH112315014
Davao Del Norte,City Of Panabo,Kiotoy,1.503,PH112315015
Davao Del Norte,City Of Panabo,Little Panay,2.736,PH112315016
Davao Del Norte,City Of Panabo,Lower Panaga (Roxas),1.598,PH112315017
Davao Del Norte,City Of Panabo,Mabunao,2.116,PH112315018
Davao Del Norte,City Of Panabo,Maduao,3.72,PH112315019
Davao Del Norte,City Of Panabo,Malativas,2.582,PH112315020
Davao Del Norte,City Of Panabo,Manay,6.353,PH112315021
Davao Del Norte,City Of Panabo,Nanyo,3.979,PH112315022
Davao Del Norte,City Of Panabo,New Malaga (Dalisay),2.088,PH112315023
Davao Del Norte,City Of Panabo,New Malitbog,4.236,PH112315024
Davao Del Norte,City Of Panabo,New Pandan,8.55,PH112315025
Davao Del Norte,City Of Panabo,New Visayas,18.987,PH112315026
Davao Del Norte,City Of Panabo,Quezon,6.933,PH112315027
Davao Del Norte,City Of Panabo,Salvacion,10.748,PH112315028
Davao Del Norte,City Of Panabo,San Francisco,13.953,PH112315029
Davao Del Norte,City Of Panabo,San Nicolas,2.948,PH112315030
Davao Del Norte,City Of Panabo,San Roque,0.656,PH112315031
Davao Del Norte,City Of Panabo,San Vicente,19.334,PH112315032
Davao Del Norte,City Of Panabo,Santa Cruz,1.175,PH112315033
Davao Del Norte,City Of Panabo,Santo Niño,5.156,PH112315034
Davao Del Norte,City Of Panabo,Sindaton,4.312,PH112315035
Davao Del Norte,City Of Panabo,Southern Davao,9.899,PH112315036
Davao Del Norte,City Of Panabo,Tagpore,1.773,PH112315037
Davao Del Norte,City Of Panabo,Tibungol,2.037,PH112315038
Davao Del Norte,City Of Panabo,Upper Licanan,1.598,PH112315039
Davao Del Norte,City Of Panabo,Waterfall,0.969,PH112315040
Davao Del Norte,City Of Panabo,San Pedro,3.408,PH112315041
Davao Del Norte,Island Garden City Of Samal,Adecor,1.9,PH112317001
Davao Del Norte,Island Garden City Of Samal,Anonang,2.757,PH112317002
Davao Del Norte,Island Garden City Of Samal,Aumbay,2.276,PH112317003
Davao Del Norte,Island Garden City Of Samal,Aundanao,1.31,PH112317004
Davao Del Norte,Island Garden City Of Samal,Balet,2.98,PH112317005
Davao Del Norte,Island Garden City Of Samal,Bandera,1.819,PH112317006
Davao Del Norte,Island Garden City Of Samal,Caliclic (Dangca-An),3.003,PH112317007
Davao Del Norte,Island Garden City Of Samal,Camudmud,2.76,PH112317008
Davao Del Norte,Island Garden City Of Samal,Catagman,1.744,PH112317009
Davao Del Norte,Island Garden City Of Samal,Cawag,2.382,PH112317010
Davao Del Norte,Island Garden City Of Samal,Cogon,3.424,PH112317011
Davao Del Norte,Island Garden City Of Samal,Cogon (Talicod),2.193,PH112317012
Davao Del Norte,Island Garden City Of Samal,Dadatan,1.45,PH112317013
Davao Del Norte,Island Garden City Of Samal,Del Monte,1.871,PH112317014
Davao Del Norte,Island Garden City Of Samal,Guilon,1.738,PH112317015
Davao Del Norte,Island Garden City Of Samal,Kanaan,1.641,PH112317016
Davao Del Norte,Island Garden City Of Samal,Kinawitnon,2.559,PH112317017
Davao Del Norte,Island Garden City Of Samal,Libertad,2.591,PH112317018
Davao Del Norte,Island Garden City Of Samal,Libuak,1.513,PH112317019
Davao Del Norte,Island Garden City Of Samal,Licup,1.045,PH112317020
Davao Del Norte,Island Garden City Of Samal,Limao,2.858,PH112317021
Davao Del Norte,Island Garden City Of Samal,Linosutan,1.011,PH112317022
Davao Del Norte,Island Garden City Of Samal,Mambago-A,2.461,PH112317023
Davao Del Norte,Island Garden City Of Samal,Mambago-B,3.377,PH112317024
Davao Del Norte,Island Garden City Of Samal,Miranda,7.576,PH112317025
Davao Del Norte,Island Garden City Of Samal,Moncado,3.912,PH112317026
Davao Del Norte,Island Garden City Of Samal,Pangubatan (Talicod I),1.468,PH112317027
Davao Del Norte,Island Garden City Of Samal,Peñaplata,6.326,PH112317028
Davao Del Norte,Island Garden City Of Samal,Poblacion (Kaputian),4.623,PH112317029
Davao Del Norte,Island Garden City Of Samal,San Agustin,2.225,PH112317030
Davao Del Norte,Island Garden City Of Samal,San Antonio,2.294,PH112317031
Davao Del Norte,Island Garden City Of Samal,San Isidro (Babak),2.517,PH112317032
Davao Del Norte,Island Garden City Of Samal,San Isidro (Kaputian),1.893,PH112317033
Davao Del Norte,Island Garden City Of Samal,San Jose (San Lapuz),2.159,PH112317034
Davao Del Norte,Island Garden City Of Samal,San Miguel (Magamono),1.663,PH112317035
Davao Del Norte,Island Garden City Of Samal,San Remigio,2.43,PH112317036
Davao Del Norte,Island Garden City Of Samal,Santa Cruz (Talicod Ii),4.095,PH112317037
Davao Del Norte,Island Garden City Of Samal,Santo Niño,1.802,PH112317038
Davao Del Norte,Island Garden City Of Samal,Sion (Zion),0.775,PH112317039
Davao Del Norte,Island Garden City Of Samal,Tagbaobo,2.652,PH112317040
Davao Del Norte,Island Garden City Of Samal,Tagbay,1.318,PH112317041
Davao Del Norte,Island Garden City Of Samal,Tagbitan-Ag,2.386,PH112317042
Davao Del Norte,Island Garden City Of Samal,Tagdaliao,0.935,PH112317043
Davao Del Norte,Island Garden City Of Samal,Tagpopongan,1.435,PH112317044
Davao Del Norte,Island Garden City Of Samal,Tambo,5.525,PH112317045
Davao Del Norte,Island Garden City Of Samal,Toril,4.099,PH112317046
Davao Del Norte,Santo Tomas,Balagunan,6.23,PH112318001
Davao Del Norte,Santo Tomas,Bobongon,7.0,PH112318002
Davao Del Norte,Santo Tomas,Esperanza,3.052,PH112318003
Davao Del Norte,Santo Tomas,Kimamon,7.22,PH112318004
Davao Del Norte,Santo Tomas,Kinamayan,5.551,PH112318005
Davao Del Norte,Santo Tomas,La Libertad,5.831,PH112318006
Davao Del Norte,Santo Tomas,Lungaog,3.662,PH112318007
Davao Del Norte,Santo Tomas,Magwawa,1.644,PH112318008
Davao Del Norte,Santo Tomas,New Katipunan,6.955,PH112318009
Davao Del Norte,Santo Tomas,Pantaron,3.127,PH112318010
Davao Del Norte,Santo Tomas,Tibal-Og,48.459,PH112318011
Davao Del Norte,Santo Tomas,San Jose,3.541,PH112318013
Davao Del Norte,Santo Tomas,San Miguel,3.3,PH112318014
Davao Del Norte,Santo Tomas,Talomo,4.473,PH112318015
Davao Del Norte,Santo Tomas,Casig-Ang,2.768,PH112318016
Davao Del Norte,Santo Tomas,New Visayas,3.848,PH112318017
Davao Del Norte,Santo Tomas,Salvacion,4.845,PH112318018
Davao Del Norte,Santo Tomas,San Vicente,2.555,PH112318019
Davao Del Norte,Santo Tomas,Tulalian,4.606,PH112318020
Davao Del Norte,City Of Tagum,Apokon,37.984,PH112319001
Davao Del Norte,City Of Tagum,Bincungan,4.045,PH112319003
Davao Del Norte,City Of Tagum,Busaon,3.197,PH112319004
Davao Del Norte,City Of Tagum,Canocotan,9.752,PH112319005
Davao Del Norte,City Of Tagum,Cuambogan,13.14,PH112319006
Davao Del Norte,City Of Tagum,La Filipina,21.262,PH112319007
Davao Del Norte,City Of Tagum,Liboganon,2.803,PH112319008
Davao Del Norte,City Of Tagum,Madaum,14.421,PH112319009
Davao Del Norte,City Of Tagum,Magdum,13.559,PH112319010
Davao Del Norte,City Of Tagum,Mankilam,41.345,PH112319011
Davao Del Norte,City Of Tagum,New Balamban,1.596,PH112319012
Davao Del Norte,City Of Tagum,Nueva Fuerza,2.496,PH112319013
Davao Del Norte,City Of Tagum,Pagsabangan,5.556,PH112319014
Davao Del Norte,City Of Tagum,Pandapan,2.504,PH112319015
Davao Del Norte,City Of Tagum,Magugpo Poblacion,2.945,PH112319016
Davao Del Norte,City Of Tagum,San Agustin,1.567,PH112319018
Davao Del Norte,City Of Tagum,San Isidro,4.795,PH112319019
Davao Del Norte,City Of Tagum,San Miguel (Camp 4),21.735,PH112319020
Davao Del Norte,City Of Tagum,Visayan Village,42.648,PH112319022
Davao Del Norte,City Of Tagum,Magugpo East,15.77,PH112319023
Davao Del Norte,City Of Tagum,Magugpo North,8.595,PH112319024
Davao Del Norte,City Of Tagum,Magugpo South,11.563,PH112319025
Davao Del Norte,City Of Tagum,Magugpo West,12.924,PH112319026
Davao Del Norte,Talaingod,Dagohoy,6.798,PH112322001
Davao Del Norte,Talaingod,Palma Gil,7.532,PH112322002
Davao Del Norte,Talaingod,Santo Niño,14.003,PH112322003
Davao Del Norte,Braulio E. Dujali,Cabayangan 1,5.655,PH112323001
Davao Del Norte,Braulio E. Dujali,Dujali,9.131,PH112323002
Davao Del Norte,Braulio E. Dujali,Magupising,2.293,PH112323003
Davao Del Norte,Braulio E. Dujali,New Casay,1.908,PH112323004
Davao Del Norte,Braulio E. Dujali,Tanglaw,16.742,PH112323005
Davao Del Norte,San Isidro,Dacudao,1.581,PH112324001
Davao Del Norte,San Isidro,Datu Balong,1.444,PH112324002
Davao Del Norte,San Isidro,Igangon,3.074,PH112324003
Davao Del Norte,San Isidro,Kipalili,2.845,PH112324004
Davao Del Norte,San Isidro,Libuton,0.971,PH112324005
Davao Del Norte,San Isidro,Linao,2.177,PH112324006
Davao Del Norte,San Isidro,Mamangan,2.885,PH112324007
Davao Del Norte,San Isidro,Monte Dujali,1.56,PH112324008
Davao Del Norte,San Isidro,Pinamuno,1.839,PH112324009
Davao Del Norte,San Isidro,Sabangan,1.991,PH112324010
Davao Del Norte,San Isidro,San Miguel,1.589,PH112324011
Davao Del Norte,San Isidro,Santo Niño,1.154,PH112324012
Davao Del Norte,San Isidro,Sawata,4.123,PH112324013
Davao Del Sur,Bansalan,Alegre,1.132,PH112401001
Davao Del Sur,Bansalan,Alta Vista,1.012,PH112401002
Davao Del Sur,Bansalan,Anonang,2.326,PH112401003
Davao Del Sur,Bansalan,Bitaug,0.796,PH112401004
Davao Del Sur,Bansalan,Bonifacio,0.436,PH112401005
Davao Del Sur,Bansalan,Buenavista,1.503,PH112401006
Davao Del Sur,Bansalan,Darapuay,1.763,PH112401007
Davao Del Sur,Bansalan,Dolo,4.356,PH112401008
Davao Del Sur,Bansalan,Eman,1.754,PH112401009
Davao Del Sur,Bansalan,Kinuskusan,0.806,PH112401010
Davao Del Sur,Bansalan,Libertad,0.904,PH112401011
Davao Del Sur,Bansalan,Linawan,1.072,PH112401012
Davao Del Sur,Bansalan,Mabuhay,3.0,PH112401013
Davao Del Sur,Bansalan,Mabunga,1.436,PH112401014
Davao Del Sur,Bansalan,Managa,4.896,PH112401015
Davao Del Sur,Bansalan,Marber,1.795,PH112401016
Davao Del Sur,Bansalan,New Clarin (Miral),4.515,PH112401017
Davao Del Sur,Bansalan,Poblacion,6.78,PH112401018
Davao Del Sur,Bansalan,Rizal,3.649,PH112401019
Davao Del Sur,Bansalan,Santo Niño,2.023,PH112401020
Davao Del Sur,Bansalan,Sibayan,0.707,PH112401021
Davao Del Sur,Bansalan,Tinongtongan,1.019,PH112401022
Davao Del Sur,Bansalan,Tubod,3.522,PH112401023
Davao Del Sur,Bansalan,Union,1.003,PH112401024
Davao Del Sur,Bansalan,Poblacion Dos,10.532,PH112401025
Davao Del Sur,City Of Digos,Aplaya,19.234,PH112403001
Davao Del Sur,City Of Digos,Balabag,1.434,PH112403002
Davao Del Sur,City Of Digos,San Jose (Balutakay),7.009,PH112403003
Davao Del Sur,City Of Digos,Binaton,2.645,PH112403004
Davao Del Sur,City Of Digos,Cogon,9.65,PH112403005
Davao Del Sur,City Of Digos,Colorado,3.301,PH112403006
Davao Del Sur,City Of Digos,Dawis,5.814,PH112403007
Davao Del Sur,City Of Digos,Dulangan,1.9,PH112403008
Davao Del Sur,City Of Digos,Goma,4.358,PH112403009
Davao Del Sur,City Of Digos,Igpit,3.713,PH112403010
Davao Del Sur,City Of Digos,Kiagot,6.182,PH112403011
Davao Del Sur,City Of Digos,Lungag,0.652,PH112403012
Davao Del Sur,City Of Digos,Mahayahay,1.105,PH112403013
Davao Del Sur,City Of Digos,Matti,6.46,PH112403014
Davao Del Sur,City Of Digos,Kapatagan (Rizal),15.07,PH112403019
Davao Del Sur,City Of Digos,Ruparan,4.278,PH112403020
Davao Del Sur,City Of Digos,San Agustin,3.53,PH112403021
Davao Del Sur,City Of Digos,San Miguel (Odaca),17.312,PH112403022
Davao Del Sur,City Of Digos,San Roque,1.659,PH112403023
Davao Del Sur,City Of Digos,Sinawilan,5.82,PH112403024
Davao Del Sur,City Of Digos,Soong,1.602,PH112403025
Davao Del Sur,City Of Digos,Tiguman,3.095,PH112403026
Davao Del Sur,City Of Digos,Tres De Mayo,19.978,PH112403027
Davao Del Sur,City Of Digos,Zone 1,16.942,PH112403028
Davao Del Sur,City Of Digos,Zone 2,7.565,PH112403029
Davao Del Sur,City Of Digos,Zone 3,18.068,PH112403030
Davao Del Sur,Hagonoy,Balutakay,3.138,PH112404002
Davao Del Sur,Hagonoy,Clib,0.817,PH112404005
Davao Del Sur,Hagonoy,Guihing Aplaya,3.164,PH112404006
Davao Del Sur,Hagonoy,Guihing,11.439,PH112404007
Davao Del Sur,Hagonoy,Hagonoy Crossing,3.452,PH112404008
Davao Del Sur,Hagonoy,Kibuaya,1.998,PH112404009
Davao Del Sur,Hagonoy,La Union,0.754,PH112404010
Davao Del Sur,Hagonoy,Lanuro,1.226,PH112404011
Davao Del Sur,Hagonoy,Lapulabao,1.99,PH112404012
Davao Del Sur,Hagonoy,Leling,3.178,PH112404013
Davao Del Sur,Hagonoy,Mahayahay,1.989,PH112404014
Davao Del Sur,Hagonoy,Malabang Damsite,1.142,PH112404017
Davao Del Sur,Hagonoy,Maliit Digos,1.022,PH112404018
Davao Del Sur,Hagonoy,New Quezon,0.99,PH112404019
Davao Del Sur,Hagonoy,Paligue,3.236,PH112404020
Davao Del Sur,Hagonoy,Poblacion,4.487,PH112404021
Davao Del Sur,Hagonoy,Sacub,3.032,PH112404022
Davao Del Sur,Hagonoy,San Guillermo,1.107,PH112404023
Davao Del Sur,Hagonoy,San Isidro,1.777,PH112404024
Davao Del Sur,Hagonoy,Sinayawan,5.08,PH112404025
Davao Del Sur,Hagonoy,Tologan,1.901,PH112404026
Davao Del Sur,Kiblawan,Abnate,0.648,PH112406001
Davao Del Sur,Kiblawan,Bagong Negros,1.387,PH112406002
Davao Del Sur,Kiblawan,Bagong Silang,0.389,PH112406003
Davao Del Sur,Kiblawan,Bagumbayan,1.585,PH112406004
Davao Del Sur,Kiblawan,Balasiao,2.912,PH112406005
Davao Del Sur,Kiblawan,Bonifacio,1.443,PH112406007
Davao Del Sur,Kiblawan,Bunot,1.268,PH112406008
Davao Del Sur,Kiblawan,Cogon-Bacaca,2.328,PH112406009
Davao Del Sur,Kiblawan,Dapok,0.942,PH112406010
Davao Del Sur,Kiblawan,Ihan,2.643,PH112406011
Davao Del Sur,Kiblawan,Kibongbong,0.268,PH112406012
Davao Del Sur,Kiblawan,Kimlawis,6.805,PH112406013
Davao Del Sur,Kiblawan,Kisulan,1.528,PH112406015
Davao Del Sur,Kiblawan,Lati-An,1.32,PH112406016
Davao Del Sur,Kiblawan,Manual,1.302,PH112406017
Davao Del Sur,Kiblawan,Maraga-A,0.932,PH112406018
Davao Del Sur,Kiblawan,Molopolo,1.179,PH112406019
Davao Del Sur,Kiblawan,New Sibonga,1.318,PH112406020
Davao Del Sur,Kiblawan,Panaglib,2.679,PH112406021
Davao Del Sur,Kiblawan,Pasig,1.033,PH112406022
Davao Del Sur,Kiblawan,Poblacion,5.379,PH112406023
Davao Del Sur,Kiblawan,Pocaleel,0.651,PH112406024
Davao Del Sur,Kiblawan,San Isidro,0.788,PH112406025
Davao Del Sur,Kiblawan,San Jose,1.588,PH112406026
Davao Del Sur,Kiblawan,San Pedro,1.138,PH112406027
Davao Del Sur,Kiblawan,Santo Niño,1.122,PH112406028
Davao Del Sur,Kiblawan,Tacub,2.065,PH112406029
Davao Del Sur,Kiblawan,Tacul,0.415,PH112406030
Davao Del Sur,Kiblawan,Waterfall,0.625,PH112406031
Davao Del Sur,Kiblawan,Bulol-Salo,1.701,PH112406032
Davao Del Sur,Magsaysay,Bacungan,2.921,PH112407001
Davao Del Sur,Magsaysay,Balnate,1.411,PH112407002
Davao Del Sur,Magsaysay,Barayong,5.955,PH112407003
Davao Del Sur,Magsaysay,Blocon,1.89,PH112407004
Davao Del Sur,Magsaysay,Dalawinon,3.095,PH112407005
Davao Del Sur,Magsaysay,Dalumay,1.047,PH112407006
Davao Del Sur,Magsaysay,Glamang,1.602,PH112407007
Davao Del Sur,Magsaysay,Kanapulo,1.841,PH112407008
Davao Del Sur,Magsaysay,Kasuga,2.069,PH112407009
Davao Del Sur,Magsaysay,Lower Bala,3.592,PH112407010
Davao Del Sur,Magsaysay,Mabini,1.961,PH112407011
Davao Del Sur,Magsaysay,Malawanit,2.007,PH112407012
Davao Del Sur,Magsaysay,Malongon,0.675,PH112407013
Davao Del Sur,Magsaysay,New Ilocos,1.406,PH112407014
Davao Del Sur,Magsaysay,Poblacion,7.731,PH112407015
Davao Del Sur,Magsaysay,San Isidro,4.152,PH112407016
Davao Del Sur,Magsaysay,San Miguel,1.734,PH112407017
Davao Del Sur,Magsaysay,Tacul,3.358,PH112407018
Davao Del Sur,Magsaysay,Tagaytay,1.626,PH112407019
Davao Del Sur,Magsaysay,Upper Bala,2.906,PH112407020
Davao Del Sur,Magsaysay,Maibo,1.591,PH112407021
Davao Del Sur,Magsaysay,New Opon,1.693,PH112407022
Davao Del Sur,Malalag,Baybay,4.359,PH112408002
Davao Del Sur,Malalag,Bolton,2.61,PH112408004
Davao Del Sur,Malalag,Bulacan,4.923,PH112408005
Davao Del Sur,Malalag,Caputian,1.978,PH112408006
Davao Del Sur,Malalag,Ibo,1.707,PH112408007
Davao Del Sur,Malalag,Kiblagon,1.584,PH112408009
Davao Del Sur,Malalag,Lapu-Lapu (Lapla),0.494,PH112408010
Davao Del Sur,Malalag,Mabini,2.051,PH112408011
Davao Del Sur,Malalag,New Baclayon,4.118,PH112408014
Davao Del Sur,Malalag,Pitu,1.984,PH112408015
Davao Del Sur,Malalag,Poblacion,6.476,PH112408016
Davao Del Sur,Malalag,Tagansule,2.062,PH112408018
Davao Del Sur,Malalag,Bagumbayan,2.783,PH112408019
Davao Del Sur,Malalag,Rizal (Parame),1.426,PH112408020
Davao Del Sur,Malalag,San Isidro,1.603,PH112408021
Davao Del Sur,Matanao,Asbang,1.244,PH112410001
Davao Del Sur,Matanao,Asinan,0.885,PH112410002
Davao Del Sur,Matanao,Bagumbayan,0.627,PH112410003
Davao Del Sur,Matanao,Bangkal,3.298,PH112410004
Davao Del Sur,Matanao,Buas,1.027,PH112410005
Davao Del Sur,Matanao,Buri,2.602,PH112410006
Davao Del Sur,Matanao,Camanchiles,1.829,PH112410007
Davao Del Sur,Matanao,Ceboza,0.76,PH112410008
Davao Del Sur,Matanao,Colonsabak,1.81,PH112410009
Davao Del Sur,Matanao,Dongan-Pekong,1.873,PH112410010
Davao Del Sur,Matanao,Kabasagan,2.022,PH112410012
Davao Del Sur,Matanao,Kapok,1.259,PH112410013
Davao Del Sur,Matanao,Kauswagan,1.668,PH112410014
Davao Del Sur,Matanao,Kibao,0.797,PH112410015
Davao Del Sur,Matanao,La Suerte,1.858,PH112410016
Davao Del Sur,Matanao,Langa-An,0.765,PH112410017
Davao Del Sur,Matanao,Lower Marber,1.476,PH112410019
Davao Del Sur,Matanao,Cabligan (Managa),1.624,PH112410021
Davao Del Sur,Matanao,Manga,3.91,PH112410022
Davao Del Sur,Matanao,New Katipunan,2.247,PH112410023
Davao Del Sur,Matanao,New Murcia,1.34,PH112410024
Davao Del Sur,Matanao,New Visayas,2.283,PH112410025
Davao Del Sur,Matanao,Poblacion,6.034,PH112410026
Davao Del Sur,Matanao,Saboy,2.201,PH112410027
Davao Del Sur,Matanao,San Jose,1.318,PH112410028
Davao Del Sur,Matanao,San Miguel,1.21,PH112410029
Davao Del Sur,Matanao,San Vicente,0.8,PH112410030
Davao Del Sur,Matanao,Saub,0.595,PH112410031
Davao Del Sur,Matanao,Sinaragan,2.343,PH112410032
Davao Del Sur,Matanao,Sinawilan,4.94,PH112410033
Davao Del Sur,Matanao,Tamlangon,0.961,PH112410034
Davao Del Sur,Matanao,Towak,2.058,PH112410035
Davao Del Sur,Matanao,Tibongbong,0.829,PH112410036
Davao Del Sur,Padada,Almendras,3.773,PH112411001
Davao Del Sur,Padada,"Don Sergio Osmeña, Sr.",0.725,PH112411002
Davao Del Sur,Padada,Harada Butai,2.595,PH112411003
Davao Del Sur,Padada,Lower Katipunan,0.668,PH112411004
Davao Del Sur,Padada,Lower Limonzo,1.707,PH112411005
Davao Del Sur,Padada,Lower Malinao,1.474,PH112411006
Davao Del Sur,Padada,N C Ordaneza District,2.16,PH112411007
Davao Del Sur,Padada,Northern Paligue,1.85,PH112411008
Davao Del Sur,Padada,Palili,1.318,PH112411009
Davao Del Sur,Padada,Piape,1.453,PH112411010
Davao Del Sur,Padada,Punta Piape,1.39,PH112411011
Davao Del Sur,Padada,Quirino District,1.7,PH112411012
Davao Del Sur,Padada,San Isidro,1.914,PH112411013
Davao Del Sur,Padada,Southern Paligue,1.821,PH112411014
Davao Del Sur,Padada,Tulogan,1.056,PH112411015
Davao Del Sur,Padada,Upper Limonzo,2.958,PH112411016
Davao Del Sur,Padada,Upper Malinao,1.316,PH112411017
Davao Del Sur,Santa Cruz,Astorga,12.263,PH112412001
Davao Del Sur,Santa Cruz,Bato,7.902,PH112412002
Davao Del Sur,Santa Cruz,Coronon,9.766,PH112412003
Davao Del Sur,Santa Cruz,Darong,5.328,PH112412004
Davao Del Sur,Santa Cruz,Inawayan,8.598,PH112412005
Davao Del Sur,Santa Cruz,Jose Rizal,1.261,PH112412006
Davao Del Sur,Santa Cruz,Matutungan,1.07,PH112412009
Davao Del Sur,Santa Cruz,Melilia,0.88,PH112412010
Davao Del Sur,Santa Cruz,Zone I,9.024,PH112412011
Davao Del Sur,Santa Cruz,Saliducon,0.879,PH112412013
Davao Del Sur,Santa Cruz,Sibulan,6.37,PH112412014
Davao Del Sur,Santa Cruz,Sinoron,1.535,PH112412015
Davao Del Sur,Santa Cruz,Tagabuli,2.895,PH112412016
Davao Del Sur,Santa Cruz,Tibolo,1.377,PH112412017
Davao Del Sur,Santa Cruz,Tuban,6.789,PH112412018
Davao Del Sur,Santa Cruz,Zone Ii,6.089,PH112412019
Davao Del Sur,Santa Cruz,Zone Iii,12.123,PH112412020
Davao Del Sur,Santa Cruz,Zone Iv,6.976,PH112412021
Davao Del Sur,Sulop,Balasinon,0.787,PH112414001
Davao Del Sur,Sulop,Buguis,0.772,PH112414002
Davao Del Sur,Sulop,Carre,0.366,PH112414003
Davao Del Sur,Sulop,Clib,0.456,PH112414004
Davao Del Sur,Sulop,Harada Butai,1.178,PH112414005
Davao Del Sur,Sulop,Katipunan,0.936,PH112414006
Davao Del Sur,Sulop,Kiblagon,2.186,PH112414007
Davao Del Sur,Sulop,Labon,1.232,PH112414008
Davao Del Sur,Sulop,Laperas,0.736,PH112414009
Davao Del Sur,Sulop,Lapla,0.218,PH112414010
Davao Del Sur,Sulop,Litos,0.704,PH112414011
Davao Del Sur,Sulop,Luparan,1.442,PH112414012
Davao Del Sur,Sulop,Mckinley,1.853,PH112414013
Davao Del Sur,Sulop,New Cebu,1.081,PH112414014
Davao Del Sur,Sulop,Osmeña,0.609,PH112414015
Davao Del Sur,Sulop,Palili,2.004,PH112414016
Davao Del Sur,Sulop,Parame,0.771,PH112414017
Davao Del Sur,Sulop,Poblacion,8.025,PH112414018
Davao Del Sur,Sulop,Roxas,0.733,PH112414020
